user_id,sales_name,seat_id,outbound_time,connect_time_sec,call_duration_sec,ring_duration_sec,call_status,recording_url,user_id_clean,call_date,source,source_code,register_time,dispatch_time,sales_name_lead,sales_group,pay_intention,last_free_status,remark,call_status_lead,is_first_dispatch,trial_count,latest_trial_time,latest_trial_status,order_count,total_gmv,latest_order_time,has_trial,has_order,lead_quality,fraud_risk,followup_issue,course_feedback,next_action,risk_summary
62677046,EGCC-nadahassan,2314(Maqsam),2026-05-05 21:45:25,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaHassan.302238797.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000509&Signature=aGrBvp73Ab9cINxgDKVQvhLyyF8%3D,62677046,2026-05-05,MKT,2,2026-03-11 05:21:51,2026-03-11 12:55:29,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,非首次分配,2.0,2026-03-12 22:30 ~ 23:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63073570,EGCC-nadahassan,2314(Maqsam),2026-05-02 20:10:20,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301324409.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000588&Signature=SejrJgKT0KR0W%2Bt%2BBVnaDjan8ZI%3D,63073570,2026-05-02,MKT,1,2026-05-01 19:58:49,2026-05-01 19:59:50,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-04 19:30 ~ 20:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63073570,EGCC-nadahassan,2314(Maqsam),2026-05-02 20:09:51,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301324275.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000588&Signature=ocQisEhn4rxXvFNoPFmsPA%2FnnDE%3D,63073570,2026-05-02,MKT,1,2026-05-01 19:58:49,2026-05-01 19:59:50,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-04 19:30 ~ 20:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63067756,EGCC-nadahassan,2314(Maqsam),2026-05-02 20:01:38,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301321631.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000589&Signature=DrVI8%2FiGlLlVDhxZP17t%2BrdPAnE%3D,63067756,2026-05-02,MKT,2,2026-04-30 20:46:47,2026-05-02 12:02:07,EGCC-nadahassan,前端销售部001组,,学生缺席,-,未拨打,非首次分配,1.0,2026-05-02 14:30 ~ 15:00,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
63072901,EGCC-eman.amr,2289(Maqsam),2026-05-02 19:59:18,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301320879.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000589&Signature=x50FlGi71NbyyQB4xwpme3gCQFA%3D,63072901,2026-05-02,MKT,1,2026-05-01 16:24:13,2026-05-01 16:25:13,EGCC-eman.amr,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-03 16:30 ~ 17:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63072016,EGCC-nadahassan,2314(Maqsam),2026-05-02 19:29:07,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301311566.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000591&Signature=wLOZ7bZ49gh0BerRONDu3lzHF5Q%3D,63072016,2026-05-02,MKT,1,2026-05-01 13:44:55,2026-05-01 13:45:55,EGCC-nadahassan,前端销售部001组,,已结束,-,未拨打,首次分配,1.0,2026-05-03 15:30 ~ 16:00,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
63076670,EGCC-eman.amr,2289(Maqsam),2026-05-02 19:26:22,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301310730.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000591&Signature=3Xg2bXZkIr6Uu%2BQf1BpBz9zP2us%3D,63076670,2026-05-02,MKT,1,2026-05-02 09:54:10,2026-05-02 09:55:11,EGCC-eman.amr,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-03 18:00 ~ 18:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63068786,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:56:00,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301300377.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000594&Signature=1j4bHajsfMqvR35hUr2BmVOeLcY%3D,63068786,2026-05-02,MKT,1,2026-05-01 04:13:50,2026-05-01 04:14:52,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-03 17:00 ~ 17:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63073570,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:38:06,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301294199.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000595&Signature=3n0HeHK5KhFlCW2dSoNeUsgLIUA%3D,63073570,2026-05-02,MKT,1,2026-05-01 19:58:49,2026-05-01 19:59:50,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-04 19:30 ~ 20:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63073570,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:37:06,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301293851.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000595&Signature=JykpW3V1PvDowWv8OBMvK0Xp21k%3D,63073570,2026-05-02,MKT,1,2026-05-01 19:58:49,2026-05-01 19:59:50,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-04 19:30 ~ 20:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
62712794,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:29:07,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301291201.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000596&Signature=B3RkPsgfLu5k7FOKMXz%2B36F8ICc%3D,62712794,2026-05-02,MKT,1,2026-03-15 23:22:26,2026-03-15 23:23:26,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-03-18 00:30 ~ 01:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63071723,EGCC-eman.amr,2289(Maqsam),2026-05-02 18:25:21,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301290081.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000596&Signature=xhPLQvQolIV4%2FXVgZ78lpfk4Xc8%3D,63071723,2026-05-02,MKT,1,2026-05-01 13:36:53,2026-05-01 13:37:53,EGCC-eman.amr,前端销售部001组,,学生缺席,-,未拨打,首次分配,1.0,2026-05-03 15:30 ~ 16:00,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
62939637,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:21:20,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301288940.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000597&Signature=DdFeR%2FIH3N7xg%2FoTqnn1Sm0gOxk%3D,62939637,2026-05-02,MKT,2,2026-04-15 15:17:03,2026-04-15 20:24:10,EGCC-fatmamohamed,前端销售部002组,,已结束,-,未拨打,非首次分配,1.0,2026-04-16 16:30 ~ 17:00,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
63071723,EGCC-eman.amr,2289(Maqsam),2026-05-02 18:08:35,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301285153.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000597&Signature=iO8Q8RW89SJOO09%2F0ioCpp9nCEE%3D,63071723,2026-05-02,MKT,1,2026-05-01 13:36:53,2026-05-01 13:37:53,EGCC-eman.amr,前端销售部001组,,学生缺席,-,未拨打,首次分配,1.0,2026-05-03 15:30 ~ 16:00,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
62517281,EGCC-nadahassan,2314(Maqsam),2026-05-02 18:02:00,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301282941.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000598&Signature=hBA2oOfV7unUlxc8vPyesNOvQB0%3D,62517281,2026-05-02,,,,,,,,,,,,2.0,2026-02-16 17:00 ~ 17:30,end,1.0,840.0,2026-05-03 18:24:14,yes,yes,good_need,normal,no_issue,unknown,renewal_followup,good_need | normal | no_issue | unknown
62517281,EGCC-nadahassan,2314(Maqsam),2026-05-02 17:58:20,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301281708.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000599&Signature=CcowczoouBjTDz1sZLqZEqgSqPI%3D,62517281,2026-05-02,,,,,,,,,,,,2.0,2026-02-16 17:00 ~ 17:30,end,1.0,840.0,2026-05-03 18:24:14,yes,yes,good_need,normal,no_issue,unknown,renewal_followup,good_need | normal | no_issue | unknown
63067971,EGCC-eman.amr,2289(Maqsam),2026-05-02 17:52:13,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301279429.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000600&Signature=nRc7bvH6GCR9rzKUOcLIQbWVnGI%3D,63067971,2026-05-02,MKT,1,2026-04-30 22:14:25,2026-04-30 22:15:26,EGCC-eman.amr,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-02 13:00 ~ 13:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63076694,EGCC-nadahassan,2314(Maqsam),2026-05-02 17:38:04,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-NadaHassan.301273887.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000600&Signature=pMojN27cfzt676AwfouUvF2gDNM%3D,63076694,2026-05-02,MKT,1,2026-05-02 10:18:41,2026-05-02 10:19:41,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,1.0,2026-05-04 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63056389,EGCC-eman.amr,2289(Maqsam),2026-05-02 17:34:51,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-02/maqsam-Eman.Amr.301272605.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000601&Signature=eu0tE2a6Tcs7nhO5EUNMaoC8QiM%3D,63056389,2026-05-02,MKT,1,2026-04-29 14:32:14,2026-04-29 14:33:14,EGCC-eman.amr,前端销售部001组,,学生缺席,-,未拨打,首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62875812,EGCC-fatmamohamed,2310(Maqsam),2026-05-05 22:01:13,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-FatmaMohamed.302244882.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000612&Signature=LVJs6jxu9KI9mpLy273ItaXCh3I%3D,62875812,2026-05-05,MKT,1,2026-04-07 07:05:32,2026-04-07 07:06:33,EGCC-fatmamohamed,前端销售部002组,,未开始或未结束,-,未拨打,首次分配,2.0,2026-05-05 17:00 ~ 17:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62875812,EGCC-fatmamohamed,2310(Maqsam),2026-05-05 21:49:59,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-FatmaMohamed.302240557.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000613&Signature=%2B7VySGDII0owfA0Yha%2Br5MjIcP0%3D,62875812,2026-05-05,MKT,1,2026-04-07 07:05:32,2026-04-07 07:06:33,EGCC-fatmamohamed,前端销售部002组,,未开始或未结束,-,未拨打,首次分配,2.0,2026-05-05 17:00 ~ 17:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62764844,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:42:32,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302237655.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000613&Signature=KbQR7j13cGPANrcCG%2BX3f%2BM5dhc%3D,62764844,2026-05-05,MKT,1,2026-03-23 20:36:29,2026-03-23 20:37:31,EGCC-tasneemmahmoud,前端销售部002组,,已结束,-,未拨打,首次分配,1.0,2026-03-25 17:30 ~ 18:00,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62748181,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:39:10,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302236319.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000614&Signature=YWaP0%2FlC%2BnCLNoT7WokvQUmTERg%3D,62748181,2026-05-05,MKT,1,2026-03-21 06:22:38,2026-03-21 06:23:39,EGCC-tasneemmahmoud,前端销售部002组,,已结束,-,未拨打,首次分配,1.0,2026-03-25 13:00 ~ 13:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62745817,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:30:10,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302232654.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000615&Signature=AVILvRd219JwTZdIB7Nnj6CCd3k%3D,62745817,2026-05-05,MKT,1,2026-03-20 13:26:38,2026-03-20 13:27:39,EGCC-tasneemmahmoud,前端销售部002组,,已结束,-,未拨打,首次分配,1.0,2026-03-24 21:00 ~ 21:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
63096329,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:26:55,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302231314.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000615&Signature=pl%2BZW5gJ90euhGK0IVlzJpKZ8IU%3D,63096329,2026-05-05,,,,,,,,,,,,1.0,2026-05-05 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63096329,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:26:00,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302230921.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000616&Signature=s0kLdU62%2BHd6hZW8KVmz%2BgJ4PhE%3D,63096329,2026-05-05,,,,,,,,,,,,1.0,2026-05-05 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63101454,51nadamuhammad,2245(Maqsam),2026-05-05 21:23:57,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaMuhammad.302230088.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000616&Signature=cPu092cDOj6Bid3z9tooEf%2BWDg0%3D,63101454,2026-05-05,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
63096329,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 21:17:11,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302227155.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000617&Signature=0swcE9AAanAbOtt2cMwarKb0Osk%3D,63096329,2026-05-05,,,,,,,,,,,,1.0,2026-05-05 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63096335,EGCC-maiwaheed,2313(Maqsam),2026-05-05 21:07:13,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302223094.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000618&Signature=XRCKfcu%2BbQQZdndO72rFufI%2BduE%3D,63096335,2026-05-05,,,,,,,,,,,,1.0,2026-05-05 20:00 ~ 20:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
62777896,EGCC-fatmamohamed,2310(Maqsam),2026-05-05 21:02:33,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-FatmaMohamed.302221180.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000619&Signature=xEVdp521VBC8hxlVYS2IT%2FQzNdY%3D,62777896,2026-05-05,MKT,2,2026-03-25 13:13:03,2026-04-15 17:29:56,EGCC-fatmamohamed,前端销售部002组,,已结束,-,未拨打,非首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
60502925,EGCC-maiwaheed,2313(Maqsam),2026-05-05 20:59:06,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302219702.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000620&Signature=7z71FHmP6xJJmkOh8ZXtmzQ%2B8jM%3D,60502925,2026-05-05,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
63101454,51nadamuhammad,2245(Maqsam),2026-05-05 20:50:26,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaMuhammad.302216111.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000620&Signature=klJUoHb%2F0D%2B1EVCcKV5jPLabZA0%3D,63101454,2026-05-05,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62875812,EGCC-fatmamohamed,2310(Maqsam),2026-05-05 20:48:55,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-FatmaMohamed.302215459.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000621&Signature=iJFWoDhd1QFqLz9tpDN5BrkHdbQ%3D,62875812,2026-05-05,MKT,1,2026-04-07 07:05:32,2026-04-07 07:06:33,EGCC-fatmamohamed,前端销售部002组,,未开始或未结束,-,未拨打,首次分配,2.0,2026-05-05 17:00 ~ 17:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
61959553,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 20:45:05,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302213781.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000623&Signature=N8mUBg1X6sI4O3xIZ1wsqrb9Nlc%3D,61959553,2026-05-05,MKT,2,2025-12-01 18:54:49,2026-03-03 14:02:44,EGCC-tasneemmahmoud,前端销售部002组,,已结束,-,未拨打,非首次分配,2.0,2026-03-04 15:00 ~ 15:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
0,51nadamuhammad,2245(Maqsam),2026-05-05 20:38:21,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaMuhammad.302210692.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000624&Signature=aFEjSWmH4WIFSOhCquPFW1MUAYY%3D,0,2026-05-05,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62283490,EGCC-maiwaheed,2313(Maqsam),2026-05-05 20:24:56,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302204657.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000625&Signature=AV5pUieUASGXPhPk5Fw81zJpOlA%3D,62283490,2026-05-05,MKT,2,2026-01-13 21:39:01,2026-04-27 15:29:25,EGCC-maiwaheed,前端销售部002组,,已结束,-,未拨打,非首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
0,51nadamuhammad,2245(Maqsam),2026-05-05 20:24:41,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaMuhammad.302204535.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000626&Signature=Hp5xrKqM2Ih%2Fs0ebQ3Ts7xPpMf8%3D,0,2026-05-05,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62992183,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 20:24:36,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302204502.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000626&Signature=nyQCJ5wgqiXJJ%2Bvq7W2Iie2FFLc%3D,62992183,2026-05-05,REF,1,2026-04-22 13:22:10,2026-04-22 13:22:17,EGCC-tasneemmahmoud,前端销售部002组,,学生缺席,-,未拨打,首次分配,1.0,2026-04-23 15:30 ~ 16:00,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
62283490,EGCC-maiwaheed,2313(Maqsam),2026-05-05 20:22:05,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302203338.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000627&Signature=AXVtHr4gt452Eo9t3xb4xZPp%2Fyg%3D,62283490,2026-05-05,MKT,2,2026-01-13 21:39:01,2026-04-27 15:29:25,EGCC-maiwaheed,前端销售部002组,,已结束,-,未拨打,非首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62284941,EGCC-maiwaheed,2313(Maqsam),2026-05-05 20:16:23,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302200778.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000627&Signature=ccrUKyRpgb5%2BL43RKUN%2FTvKnRm8%3D,62284941,2026-05-05,MKT,2,2026-01-14 04:33:46,2026-04-27 15:22:56,EGCC-maiwaheed,前端销售部002组,,已结束,-,未拨打,非首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
63030310,EGCC-tasneemmahmoud,2311(Maqsam),2026-05-05 20:12:55,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-TasneemMahmoud.302199320.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000628&Signature=bRq0Myc251AETpN7mvqdPy3IJzw%3D,63030310,2026-05-05,MKT,1,2026-04-27 01:05:27,2026-04-27 01:06:28,EGCC-tasneemmahmoud,前端销售部002组,,学生缺席,-,未拨打,首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
62416752,EGCC-maiwaheed,2313(Maqsam),2026-05-05 20:10:31,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-MaiWaheed.302198287.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000628&Signature=AjQ18kQS7bG%2FNWC3NHlxbJF%2Bhbk%3D,62416752,2026-05-05,MKT,2,2026-01-30 15:46:56,2026-04-21 12:48:16,EGCC-maiwaheed,前端销售部002组,,已结束,-,未拨打,非首次分配,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
