analysis_id,recording_key,voice_id,user_id,sales_name,group_name,call_time,call_status,call_stage,stage_confidence,summary_ar,attendance_intent,attendance_risk,cancel_absence_reason,cancel_absence_reason_ar,need_reschedule,reschedule_time,teacher_preference,level_signal,price_sensitivity,parent_involvement_needed,trial_satisfaction,student_level_summary_ar,learning_goal_ar,pain_points_ar,purchase_intent,purchase_intent_reason_ar,main_objection,main_objection_ar,payment_blocker,other_reason_ar,other_objection_ar,manual_review_reason_ar,next_action_ar,target_pool,priority,should_create_task,analysis_status,analysis_error,raw_ai_json,analyzed_at,created_at,updated_at,play_url,down_url,oss_object_key,oss_signed_url,transcript_text,transcript_status,transcript_error,asr_task_id,asr_model,transcribed_at,lead_quality,course_feedback,fraud_risk,followup_issue,next_action,reason_ar
1926a2cac49de5b62207b2b2b0ede722,voice_599507917,599507917,62908828,EGCC-fatmamohamed,2310(Maqsam),2026-04-23 20:18:27,双方接通,unknown,0.3,"المكالمة تتضمن لغات متعددة (عربي، صيني، إنجليزي، كوري، يوناني، فرنسي) وضوضاء. يبدو أن المتصل يواجه صعوبة في السمع (""ما أسمعك والله"") ويذكر أنه يفضل العربية. يشير إلى أنه سيسأل شخصاً ما ويعاود الرد (""بقوله وأرد عليك"").",unknown,,,,,,,,,,,,,,unknown,,unknown,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:54:35,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298830100.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141719&Signature=RrYhiH5Dpp6pJeTLdgGtKK1Lydo%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298830100.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141719&Signature=RrYhiH5Dpp6pJeTLdgGtKK1Lydo%3D,sales-engine/recordings/2026-04-23/user_62908828__voice_599507917.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_62908828__voice_599507917.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146879&Signature=iV/hKulBEhEBrtFfCnP5LQEXbUY%3D,"Hey, you are.عليكم السلام والرحمة.Et eux是唉。et je me sorsSome starch.哎呦。Κάνουν το.哎呦。哎呦，对吧？لا شوف ما عندي بعض الأشياء بس أعرف بعض الكلمات.문닫아. 기다려. 문닫아.شوي ما هو مرة.أقرب بعضكم لبعض.et voilà.Okay.ما اسمعك والله哎喲哎喲。ابدأ متى؟واحد إن شاء الله.Hey you.لا أفضل عربي.Hey.啊，即系，啊。啊，陈乔恩。Ah okay, ready.Ah oui, ouais.تعال شوف أنا بصارحه وبقوله وأرد عليك إن شاء الله، أنا بقوله وأرد عليك.بس أنا أقول له وأرد عليك.Every time, yeah. Hey, you are. عليكم السلام والرحمة. Et eux 是唉。 et je me sors Some starch. 哎呦。 Κάνουν το. 哎呦，对吧？ لا شوف ما عندي بعض الأشياء بس أعرف بعض الكلمات. 문닫아. 기다려. 문닫아. شوي ما هو مرة. أقرب بعضكم لبعض. et voilà. Okay. ما اسمعك والله 哎喲哎喲。 ابدأ متى؟ واحد إن شاء الله. Hey you. لا أفضل عربي. Hey. 啊，即系，啊。 啊，陈乔恩。 Ah okay, ready. Ah oui, ouais. تعال شوف أنا بصارحه وبقوله وأرد عليك إن شاء الله، أنا بقوله وأرد عليك. بس أنا أقول له وأرد عليك. Every time, yeah.",bad_asr,ASR_LOW_QUALITY,b326ad7f-30a8-48e8-8aba-b1a4104690ba,qwen3-asr-flash-filetrans,2026-04-26 01:54:52,invalid_or_noise,unknown,no_real_conversation,no_issue,no_task,المكالمة تحتوي على مزيج من اللغات الأجنبية وضوضاء واضحة، ولا يوجد حوار عربي مترابط وواضح. المتصل يشير إلى مشكلة في السمع وضرورة استشارة طرف ثالث قبل الرد.
928b7ddcd32d7f8db6184111d4d515b1,voice_599510555,599510555,62991976,EGCC-maiwaheed,2313(Maqsam),2026-04-23 20:28:37,双方接通,unknown,0.0,المحتوى المقدم ليس باللغة العربية، بل هو مزيج من لغات أخرى (الإنجليزية، التايلاندية، الفرنسية) ولا يتعلق بمكالمة مبيعات.,unknown,,,,,,,,,,,,,,unknown,,unknown,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:55:32,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-MaiWaheed.298834514.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=iJuRVzuriVDfiC8WCZyG8PBonNQ%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-MaiWaheed.298834514.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=iJuRVzuriVDfiC8WCZyG8PBonNQ%3D,sales-engine/recordings/2026-04-23/user_62991976__voice_599510555.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_62991976__voice_599510555.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146935&Signature=XceFtBJpww%2BA5IV5elEPwXIfR7s%3D,I like a snack.ใช่ไหม เอ้ย โอ้ย ใช่ไหม ใช่ไหม ใช่ไหมeh.That's right.Um.Laptop.la magie est sortieMalik. I like a snack. ใช่ไหม เอ้ย โอ้ย ใช่ไหม ใช่ไหม ใช่ไหม eh. That's right. Um. Laptop. la magie est sortie Malik.,bad_asr,ASR_LOW_QUALITY,063b1d5e-8df4-4d5f-9b3d-2590ee42fe34,qwen3-asr-flash-filetrans,2026-04-26 01:55:42,invalid_or_noise,unknown,no_real_conversation,unknown,no_task,المحتوى المقدم ليس باللغة العربية على الإطلاق، بل هو مزيج من كلمات وعبارات بالإنجليزية والتايلاندية والفرنسية، مما يجعله غير قابل للتحليل ضمن سياق مكالمة مبيعات سعودية عربية.
31983025d035e2ba166eb7caa0e93854,voice_599510563,599510563,63000700,51nadamuhammad,2245(Maqsam),2026-04-23 20:27:28,双方接通,unknown,0.3,مكالمة غير واضحة ومتقطعة تتضمن تداخل لغوي (عربي، إنجليزي، صيني) وإشارة مبهمة إلى الرغبة في التعلم، مع ذكر اسم دكتور.,unknown,,,,,,,,,,,,,,unknown,,unknown,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:55:42,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-NadaMuhammad.298834013.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=KhNF6JwzI2UhqsV0MsJWKQncCck%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-NadaMuhammad.298834013.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=KhNF6JwzI2UhqsV0MsJWKQncCck%3D,sales-engine/recordings/2026-04-23/user_63000700__voice_599510563.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_63000700__voice_599510563.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146946&Signature=JnMuqg1%2B1I9xhV%2B3OKpK/4/0y9o%3D,Okay.哎呦。嗯呢。Okay.Not at all.Oh yeah.I see. Okay.嗯。لا لا لا بس خالص.现在嗯。类似。没有。أو مش عارف يعني بغيت أتعلمها كده بس.那，那是。Facebook.نعم، الدكتور أيسر الحذيفي. أيوة نعم، أستاذ الدكتور أيسر الحذيفي.Hello.L三嘛。Allô ? Okay. 哎呦。嗯呢。 Not at all. Oh yeah. I see. Okay. 嗯。 لا لا لا بس خالص. 现在嗯。 类似。 没有。 أو مش عارف يعني بغيت أتعلمها كده بس. 那，那是。 Facebook. نعم، الدكتور أيسر الحذيفي. أيوة نعم، أستاذ الدكتور أيسر الحذيفي. Hello. L三嘛。 Allô ?,bad_asr,ASR_LOW_QUALITY,bd85dea4-4044-4235-9e29-0a9b451dbce4,qwen3-asr-flash-filetrans,2026-04-26 01:55:55,invalid_or_noise,unknown,no_real_conversation,unknown,no_task,المكالمة غير مفهومة ومتقطعة للغاية مع تداخل لغوي. لا يوجد سياق واضح للمناقشة المتعلقة بدورة اللغة الإنجليزية أو عملية البيع. قد تكون مكالمة خاطئة أو غير ذات صلة.
8ab954ed4ac89698bd5d8cdb195e6669,voice_599510810,599510810,0,EGCC-fatmamohamed,2310(Maqsam),2026-04-23 20:28:45,双方接通,unknown,1.0,"المكالمة تحتوي على ضوضاء شديدة ولغات متعددة (صينية، تايلاندية، وبعض الكلمات العربية غير المترابطة مثل ""السلام عليكم"", ""ناس بردان"", ""طالبة""). لا يمكن استخلاص سياق واضح.",unknown,,,,,,,,,,,,,,unknown,,unknown,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:55:55,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298834568.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=2bJapZSvpR5qcb%2FC9LE8mGXaR%2BU%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298834568.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141717&Signature=2bJapZSvpR5qcb%2FC9LE8mGXaR%2BU%3D,sales-engine/recordings/2026-04-23/user_0__voice_599510810.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_0__voice_599510810.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146958&Signature=RAqnA7AUL3cfvLtndrdgFvpGlhI%3D,"什么豆腐？诶，去，嗯，我进不去。薛安，薛安晶系咪？哦，唔知唔知啦咁樣。咦，話到。Um.ไม่รู้สิ เอ่อ อ่า ไปأنا السلام عليكم ترى ناس بردان أمم طيبلا لا طالبة.Ethnic.Monas, monas, monas.इतनी नशे 什么豆腐？诶，去，嗯，我进不去。 薛安，薛安晶系咪？哦，唔知唔知啦咁樣。咦，話到。 Um. ไม่รู้สิ เอ่อ อ่า ไป أنا السلام عليكم ترى ناس بردان أمم طيب لا لا طالبة. Ethnic. Monas, monas, monas. इतनी नशे",bad_asr,ASR_LOW_QUALITY,f47567c9-50c4-4f57-b024-d2ef511144d2,qwen3-asr-flash-filetrans,2026-04-26 01:56:08,invalid_or_noise,unknown,no_real_conversation,unknown,no_task,المكالمة مليئة بالضوضاء ولغات غير عربية، مما يجعل تحليلها مستحيلاً في سياق مكالمات المبيعات العربية. لا يمكن تحديد أي معلومات عن العميل أو الغرض من المكالمة.
001ce239e9b995704fc4457a733dc642,voice_599511270,599511270,62992183,EGCC-tasneemmahmoud,2311(Maqsam),2026-04-23 20:31:19,双方接通,unknown,0.1,المحادثة تحتوي على حديث شخصي عن الصلاة وتتخللها كلمات بلغة أجنبية (فينيشية)، ولا يوجد بها أي محتوى يتعلق بالمبيعات أو تفاعلات مع العميل حول الدورة التدريبية.,unknown,,,,,,,,,,,,,,unknown,,none,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:56:08,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-TasneemMahmoud.298835750.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141716&Signature=1vNbIzvLGExhotqh1XtvPckea4Y%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-TasneemMahmoud.298835750.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141716&Signature=1vNbIzvLGExhotqh1XtvPckea4Y%3D,sales-engine/recordings/2026-04-23/user_62992183__voice_599511270.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_62992183__voice_599511270.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146971&Signature=pmJTeaWwfr6y1yyIdvMnnA9T5fc%3D,अच्छा啊啊。حمد راح يصلي الحينراح يصليإيه إيه راح نصليلا لا ما خش سلفان باقي بروح أصلي.Mä en tre olla enää. अच्छा 啊啊。 حمد راح يصلي الحين راح يصلي إيه إيه راح نصلي لا لا ما خش سلفان باقي بروح أصلي. Mä en tre olla enää.,bad_asr,ASR_LOW_QUALITY,c3adea0f-5171-4b56-83c0-2fba30e8e3be,qwen3-asr-flash-filetrans,2026-04-26 01:56:16,invalid_or_noise,unknown,no_real_conversation,no_issue,no_task,المحتوى المسجل عبارة عن حديث شخصي غير ذي صلة بموضوع المكالمات البيعية، مع وجود كلام بلغة أجنبية، ولا يمكن استخلاص أي معلومات بيعية أو تصنيف المكالمة.
20c5ea7a61c1f0ce36186bb9a6639705,voice_599511715,599511715,63000700,51nadamuhammad,2245(Maqsam),2026-04-23 20:31:33,双方接通,unknown,0.2,المتصل يعبر عن رغبته في تعلم وتطوير مهارات التحدث باللغة العربية ويستفسر عن آلية التدريس (صوت أم اتصال أم شيء آخر). توجد لغات أخرى وضوضاء في الخلفية مما يجعل المحادثة غير واضحة.,medium,,,,,,,,,,,,,,medium,,unknown,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:56:16,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-NadaMuhammad.298835860.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141716&Signature=%2F6pBaMxQyVmYNn3Ye%2BjfReCYzZI%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-NadaMuhammad.298835860.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141716&Signature=%2F6pBaMxQyVmYNn3Ye%2BjfReCYzZI%3D,sales-engine/recordings/2026-04-23/user_63000700__voice_599511715.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_63000700__voice_599511715.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777146981&Signature=BucnOC5eTRMfpsT9zo8MFFVBCU0%3D,哎呦，嗯。بس أنا عادي بس ما عطلة.أنا أقصد قبل.还有。来了，阿彪呢？चलो आप चलोيعني أبغى أتعلمها بس مشتراني شو بيحصلني ترى.ما لعازف وتعلم على الشنب يعني是啊是啊，哎呦。那为什么？那怎么办？أنا أبغى أطور ال أتكلم يعني الحديثأنا أحسن ما في المجالين كلها مشتغل.لا في البداية هو اللي حديد وأقوى.那。أنا يعني نبدأ من البداية أبغى تعرفوا الشيء اتنعش تعرفوا啊，那火锅，火锅。अब्दुल्लाطيب وبيكون عبر كذا صوت ولا كيف يعني؟تعليم بيكون زي كده الحين ولا عبر.أنا فهمك بس يعني بيكون عبر الاتصال ولا عبر شيء ثاني؟सात सालओके嗯。在下午。要哇。喂。ضرر الكاميرا يعني.What's this?还有三个几个来的。哎呦。来了。Поет поет.那还可以。可以可以。谁？أنا الحين سويت عجينة行了，咱慢些。 哎呦，嗯。 بس أنا عادي بس ما عطلة. أنا أقصد قبل. 还有。 来了，阿彪呢？ चलो आप चलो يعني أبغى أتعلمها بس مشتراني شو بيحصلني ترى. ما لعازف وتعلم على الشنب يعني 是啊是啊，哎呦。 那为什么？ 那怎么办？ أنا أبغى أطور ال أتكلم يعني الحديث أنا أحسن ما في المجالين كلها مشتغل. لا في البداية هو اللي حديد وأقوى. 那。 أنا يعني نبدأ من البداية أبغى تعرفوا الشيء اتنعش تعرفوا 啊，那火锅，火锅。 अब्दुल्ला طيب وبيكون عبر كذا صوت ولا كيف يعني؟ تعليم بيكون زي كده الحين ولا عبر. أنا فهمك بس يعني بيكون عبر الاتصال ولا عبر شيء ثاني؟ सात साल ओके 嗯。 在下午。 要哇。 喂。 ضرر الكاميرا يعني. What's this? 还有三个几个来的。 哎呦。 来了。 Поет поет. 那还可以。 可以可以。 谁？ أنا الحين سويت عجينة 行了，咱慢些。,bad_asr,ASR_LOW_QUALITY,d60df07f-8f53-4b6e-a2c4-8df1dc1cb281,qwen3-asr-flash-filetrans,2026-04-26 01:56:37,weak_need,unknown,no_real_conversation,unknown,no_task,التسجيل يحتوي على العديد من اللغات الأجنبية والضوضاء مما يجعل فهم السياق الكامل للصوت صعبًا للغاية ويشير إلى عدم وجود محادثة حقيقية قابلة للمتابعة. المتصل يعبر عن رغبته في التعلم ويستفسر عن آلية التدريس، لكن الضوضاء تحول دون تحديد الإجراء التالي بوضوح.
a4e9405f49c6e1efe37857fb4425a601,voice_599512893,599512893,62655058,EGCC-eman.amr,2289(Maqsam),2026-04-23 20:36:46,双方接通,no_answer_or_voicemail,1.0,المكالمة عبارة عن رسالة صوتية مسجلة (بريد صوتي) من نظام آلي يطلب تسجيل رسالة.,unknown,,,,,,,,,,,,,,unknown,,none,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:56:40,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-Eman.Amr.298838322.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141594&Signature=OgSg6J90X0ZvgphBoX29qCq7TfU%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-Eman.Amr.298838322.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141594&Signature=OgSg6J90X0ZvgphBoX29qCq7TfU%3D,sales-engine/recordings/2026-04-23/user_62655058__voice_599512893.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_62655058__voice_599512893.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777147003&Signature=UOLfOvNni829DKyCEpe9wJhdxIM%3D,بتسجيل رسالتك بعد الصافرة عندما تنتهي. يرجى إنهاء المكالمة أو الضغط على أي زر لاستعراض خيارات إضافية.للاستماع إلى رسالتك، اختر الرقم واحد. لعادة تسجيل رسالتك، اختر الرقم اثنان. لإلغاء. بتسجيل رسالتك بعد الصافرة عندما تنتهي. يرجى إنهاء المكالمة أو الضغط على أي زر لاستعراض خيارات إضافية. للاستماع إلى رسالتك، اختر الرقم واحد. لعادة تسجيل رسالتك، اختر الرقم اثنان. لإلغاء.,bad_asr,ASR_LOW_QUALITY,5485494d-b39c-4201-b46a-2dea8eb8c5f5,qwen3-asr-flash-filetrans,2026-04-26 01:56:53,unknown,unknown,voicemail_long_duration,no_issue,no_task,المكالمة وصلت إلى بريد صوتي آلي ولم يتم التواصل مع العميل.
e13609aa64aa133d3b0093b45cfdc64d,voice_599513145,599513145,63000277,51habiba.hassan,2244(Maqsam),2026-04-23 20:38:07,双方接通,unknown,0.1,المكالمة مجزأة وتحتوي على لغات مختلفة وضوضاء. يبدو أن المتصل يحاول تأكيد السماع ولا توجد محادثة واضحة حول أي خدمة أو منتج.,unknown,,,,,,,,,,,,,,unknown,,none,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:57:03,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-habiba.hassan.298838964.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141593&Signature=JgJ7zAqw6sIvmLNxz2uoug4yyb8%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-habiba.hassan.298838964.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141593&Signature=JgJ7zAqw6sIvmLNxz2uoug4yyb8%3D,sales-engine/recordings/2026-04-23/user_63000277__voice_599513145.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_63000277__voice_599513145.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777147026&Signature=PR2iERlk%2BIjDC6IgjTkbxC7RCMc%3D,来了。عليكم السلام والرحمة.الله بخير الحمد لله.哎呀。那。किसान कामखानसामा सरخمسة خمسة خمسة متى متى بالعصر ولا بالفجر؟لا صار عندي دوام أنا خليته الساعة اتنين وعشرين في الليل.ليش؟ذهبنا مع بعض إلى ديناندوم.喂，姐，咋啦？你行了行了。الراحة.اسمه جراح جراح.هلا اسمعك ميني؟ ألو؟Alors. 来了。 عليكم السلام والرحمة. الله بخير الحمد لله. 哎呀。 那。 किसान काम खानसामा सर خمسة خمسة خمسة متى متى بالعصر ولا بالفجر؟ لا صار عندي دوام أنا خليته الساعة اتنين وعشرين في الليل. ليش؟ ذهبنا مع بعض إلى ديناندوم. 喂，姐，咋啦？你行了行了。 الراحة. اسمه جراح جراح. هلا اسمعك ميني؟ ألو؟ Alors.,bad_asr,ASR_LOW_QUALITY,7e75a5eb-0d0b-4d8c-b045-89af217e79f1,qwen3-asr-flash-filetrans,2026-04-26 01:57:15,invalid_or_noise,unknown,no_real_conversation,unknown,no_task,المكالمة مجزأة وتحتوي على لغات متعددة وضوضاء شديدة، مما يشير إلى أنها ليست محادثة حقيقية أو فعالة. يبدو أن المتصل يواجه مشكلة في السماع أو التواصل.
2f0f0e2d373a618074b4a5f1786fe010,voice_599514371,599514371,63000277,51habiba.hassan,2244(Maqsam),2026-04-23 20:43:05,双方接通,unknown,0.3,العميل مشغول ويطلب معاودة الاتصال بعد الغداء. هناك ضوضاء خلفية وتداخل لغوي أثر على وضوح المحادثة.,unknown,,,,,,,,,,,,,,unknown,,schedule,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:57:31,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-habiba.hassan.298841100.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141593&Signature=wwyFtk2UNJZ0qLE%2BoVNelOPVt04%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-habiba.hassan.298841100.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141593&Signature=wwyFtk2UNJZ0qLE%2BoVNelOPVt04%3D,sales-engine/recordings/2026-04-23/user_63000277__voice_599514371.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_63000277__voice_599514371.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777147054&Signature=bOn4ayj7/IbTLCwAzSrntkL%2BchM%3D,"أو البارمبا أو هذا خرب. مرحبا. نعم.इसमें हैJerrah Jerrah.Back.Resilient.Yes.अच्छा रे। क्या है?يا لا ما دخلت أنا وياه بس.أنا أداوم يا طويلت العمر والسلامة في إيطور وماركات يعني كل ماركة.Yeah Yeah, I. Yeah.Eh.अलग बोलिये ना ये क्या हैإيش هو إيش هو؟ توسط، متوسط.Hey.كان شوية شوية.या वर्ल्ड मराGuest.خلاص أنا، أنا بتغدي الحين ب بتغدي الحين شوية وكلمك، طيب؟يلا كذا عشر دقائق وتصلي دي.Yeah, lah, masak. أو البارمبا أو هذا خرب. مرحبا. نعم. इसमें है Jerrah Jerrah. Back. Resilient. Yes. अच्छा रे। क्या है? يا لا ما دخلت أنا وياه بس. أنا أداوم يا طويلت العمر والسلامة في إيطور وماركات يعني كل ماركة. Yeah Yeah, I. Yeah. Eh. अलग बोलिये ना ये क्या है إيش هو إيش هو؟ توسط، متوسط. Hey. كان شوية شوية. या वर्ल्ड मरा Guest. خلاص أنا، أنا بتغدي الحين ب بتغدي الحين شوية وكلمك، طيب؟ يلا كذا عشر دقائق وتصلي دي. Yeah, lah, masak.",bad_asr,ASR_LOW_QUALITY,d7859acc-cf8f-4d59-9c65-269fd38f5cb3,qwen3-asr-flash-filetrans,2026-04-26 01:57:45,unknown,unknown,background_noise_only,no_issue,rebook_trial,العميل مشغول حالياً ويرغب في معاودة الاتصال به بعد الغداء. المحادثة تخللتها ضوضاء خلفية وتداخل لغوي (هندية/إنجليزية).
fdc1c2339bf354671f461b788c94abc1,voice_599515724,599515724,62994994,EGCC-fatmamohamed,2310(Maqsam),2026-04-23 20:49:28,双方接通,post_class_followup,1.0,المستخدمة طالبة مدرسة وترغب في بدء الدورة فوراً. تنتظر الحصول على مبلغ الدفع من والدها لإتمام عملية التسجيل. تضمنت المكالمة بعض العبارات بلغات أخرى غير مفهومة.,high,,,,,,,,,,,,,,high,,need_parent_approval,,,,,,,,,,success,,,,2026-04-26 00:31:05,2026-04-26 01:59:01,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298843901.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141713&Signature=IuTmOSKpIOwQv%2FMqo%2BYpCm2wGQ8%3D,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-23/maqsam-FatmaMohamed.298843901.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777141713&Signature=IuTmOSKpIOwQv%2FMqo%2BYpCm2wGQ8%3D,sales-engine/recordings/2026-04-23/user_62994994__voice_599515724.mp3,https://sales-engine-audio.oss-cn-hongkong.aliyuncs.com/sales-engine/recordings/2026-04-23/user_62994994__voice_599515724.mp3?OSSAccessKeyId=LTAI5t6Jd8PozcNwqEKaFS1q&Expires=1777147144&Signature=TEv1Pk5PIq/M4O9BGfHmFR036z0%3D,"No.I will miss.I am a address.أه يمكنأيوه رح أكمل معاهم.I hope.Ash.الحين بسأل أبوي إذا معه قرش صرافة وبدفع ورح أبدأ على طول، ما يهمشي أي شيء.أيوة إذا معايا فلوس الحين فسرتها عشان أبدأ الحين طواله.هش لا سألوا الأول.Come, I'm school student. Come.έγω καλύτερη σου οταν είναι άνετη. έγω.أيوه أنا هسأل عرفت المكرسة عشان تسألينك كمان.أوكي، آمين يا رب العالمين، يلا. No. I will miss. I am a address. أه يمكن أيوه رح أكمل معاهم. I hope. Ash. الحين بسأل أبوي إذا معه قرش صرافة وبدفع ورح أبدأ على طول، ما يهمشي أي شيء. أيوة إذا معايا فلوس الحين فسرتها عشان أبدأ الحين طواله. هش لا سألوا الأول. Come, I'm school student. Come. έγω καλύτερη σου οταν είναι άνετη. έγω. أيوه أنا هسأل عرفت المكرسة عشان تسألينك كمان. أوكي، آمين يا رب العالمين، يلا.",bad_asr,ASR_LOW_QUALITY,6424dddc-27c6-4fa0-ba44-aef59263f17a,qwen3-asr-flash-filetrans,2026-04-26 01:59:13,good_need,unknown,no_real_conversation,no_issue,close_payment,المستخدمة أبدت رغبتها القوية في بدء الدورة وتنتظر موافقة والدها لتوفير المبلغ اللازم للدفع فوراً. توجد عبارات غير مفهومة وغير ذات صلة بالإنجليزية واليونانية ضمن المحادثة مما يجعل أجزاء منها غير طبيعية.
